Auctioner,Location,Date,Year,Make,Model,Engine,HP,Transmisson,Ratio,Mileage,Repairs Cost,Transport Costs,Target Price,max bidding price,Sold For,Details,
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,455,Automated,3.08,"402,266",,"$1,000.00","$38,850.00","$37,000.00","$45,000.00","Detroit DD15 455 hp Engine, 2021 US EPA Label, 15097 Engine hrs, Detroit DT12-DA-1650 12-Speed Automated Transmission, 13220 lb Front Axle, 40000 lb Rears, 53220 lb GVWR, Engine Brake, 60 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5 Front Tires, 11R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,455,Automated,,"440,521",,"$1,000.00","$26,250.00","$25,000.00","$41,000.00","Detroit DD15 455 hp Engine, 2021 US EPA Label, 13070 Engine hrs, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Air Sliding 5th Wheel",
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,455,Automated,,"483,948",,"$1,000.00","$21,000.00","$20,000.00","$40,000.00","Detroit DD15 455 hp Engine, 2021 US EPA Label, 14382 Engine hrs, Detroit DT12-1650-OH 12-Speed Automated Transmission, 13220 lb Front Axle, 40000 lb Rears, 53220 lb GVWR, Engine Brake, 60 in High Rise Sleeper Cab, Bunk Beds, Bunk Heater, 229 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Volvo,VNL860,VolvoD13,455,Automated,,"363,541",,"$1,000.00","$42,000.00","$40,000.00","$62,000.00","Volvo D13 455 hp Engine, 2021 US EPA Label, 13776 Engine hrs, Volvo ATO2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53200 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, 11R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Volvo,VNL860,VolvoD13N,455,Automated,,"443,530",,"$1,000.00","$42,000.00","$40,000.00","$47,000.00","Volvo D13N 455 hp Engine, 2021 US EPA Label, 14298 Engine hrs, Volvo AT2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53200 lb GVWR, Engine Brake, 77 in High Rise Sleeper Cab, 230 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Volvo,VNL760,VolvoD13N,455,Automated,3.08,"373,892",,"$1,000.00","$39,900.00","$38,000.00","$52,000.00","Volvo D13N 455 hp Engine, US EPA Label, 11113 Engine hrs, Volvo AT2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53200 lb GVWR, Engine Brake, 77 in High Rise Sleeper Cab, Bunk Beds, Bunk Heater, Air Suspension, 11R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Burgettstown, PA",12/17/2025,2022,Volvo,VNL760,VolvoD13,455,Automated,,"486,247",,"$1,000.00","$33,600.00","$32,000.00","$48,000.00","Volvo D13 455 hp Engine, 12664 Engine hrs, Volvo ATO2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53200 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"North east, MD",12/17/2025,2021,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"343,057",,"$1,500.00","$28,350.00","$27,000.00","$49,000.00","Located in Lane 30 Spot 70, Detroit DD15 505 hp Engine, 2020 US EPA Label, 12023 Engine hrs, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 12350 lb Front Axle, 40000 lb Rears, 52350 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 231 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"North franklin, CT",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,2.85,"104,381",,"$1,700.00","$89,250.00","$85,000.00","$108,000.00","Located in Lane 1 Spot 2, Detroit DD15 505 hp Engine, 2024 US EPA Label, Detroit DT12-DA-1650 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, Bunk Heater, 237 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Butner, NC",12/17/2025,2024,Volvo,VNL860,VolvoD13N,455,Automated,,"152,382",,"$1,500.00","$87,150.00","$83,000.00","$85,000.00","Volvo D13N 455 hp Engine, 2023 US EPA Label, 5924.5 Engine hrs, Volvo Automated Transmission, 12500 lb Front Axle, 38000 lb Rears, 50350 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 232 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5 Front Tires, 295/75R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"9,275",,"$4,000.00","$147,000.00","$140,000.00","$152,500.00","Located in Lane 13 Spot 15, Detroit DD15 475 hp Engine, 2024 US EPA Label, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, 72 in High Rise Sleeper Cab, 233 in Wheelbase, Air Suspension, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",12/17/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"10,030",,"$4,000.00","$144,900.00","$138,000.00","$152,500.00","Located in Lane 13 Spot 16, Detroit DD15 475 hp Engine, 2024 US EPA Label, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, 72 in High Rise Sleeper Cab, Bunk Beds, 233 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,2.85,"255,911",,"$4,000.00","$87,150.00","$83,000.00","$85,000.00","Located in Lane 14 Spot 13, Detroit DD15 505 hp Engine, 2023 US EPA Label, Detroit DT12-1750-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, 239 in Wheelbase, Air Suspension, Aluminum Outer Wheels, 11R22.5, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,,,Automated,,"294,701",,"$4,000.00","$78,750.00","$75,000.00","$77,000.00","Located in Lane 14 Spot 6, Detroit DD15 Engine, 2023 US EPA Label, Detroit DT12-1750-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, Bunk Heater, 239 in Wheelbase, Air Suspension, Aluminum Wheels, 275/80R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,2.85,"297,257",,"$4,000.00","$63,000.00","$60,000.00","$71,000.00","Detroit DD15 505 hp Engine, 2023 US EPA Label, 7380 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 kg GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 237 in Wheelbase, Air Suspension, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"315,053",,"$4,000.00","$68,250.00","$65,000.00","$67,000.00","Located in Lane 13 Spot 17, Detroit DD15 505 hp Engine, 2023 US EPA Label, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, Differential Lock, 70 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5 Front Tires, 275/80R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks, Lowboy Ramps",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"318,198",,"$4,000.00","$57,750.00","$55,000.00","$74,000.00","Located in Lane 14 Spot 8, Detroit DD15 505 hp Engine, 2023 US EPA Label, 6998 Engine hrs, Detroit DT12-1750-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 239 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5 Front Tires, 275/80R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"329,766",,"$4,000.00","$63,000.00","$60,000.00","$68,000.00","Located in Lane 14 Spot 9, Detroit DD15 505 hp Engine, 2023 US EPA Label, 7570 Engine hrs, Detroit DT12-1750-OH 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 239 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"288,437",,"$4,000.00","$60,900.00","$58,000.00","$75,000.00","Located in Lane 14 Spot 11, Detroit DD15 505 hp Engine, 2023 US EPA Label, 7816 Engine hrs, Detroit DT12-1750-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 239 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2023,Freightliner,Cascadia 126,DetroitDD15,505,Automated,2.79,"407,487",,"$4,000.00","$49,350.00","$47,000.00","$57,000.00","Located in Lane 13 Spot 19, Detroit DD15 505 hp Engine, US EPA Label, 10289 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Aluminum Outer Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2023,Freightliner,Cascadia 126,,,Automated,,"422,099",,"$4,000.00","$34,650.00","$33,000.00","$50,000.00","Located in Lane 13 Spot 29, Detroit DD15 Engine, 2022 US EPA Label, Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 237 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2023,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"491,701",,"$4,000.00","$26,250.00","$25,000.00","$41,000.00","Located in Lane 14 Spot 12, Detroit DD15 505 hp Engine, 2021 US EPA Label, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 235 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2023,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"499,762",,"$4,000.00","$21,000.00","$20,000.00","$51,000.00","Located in Lane 13 Spot 25, Detroit DD15 505 hp Engine, 2022 US EPA Label, Detroit DT12-1750-OHE 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 237 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,455,Automated,2.16,"302,726",,"$4,000.00",$1.05,$1.00,"$45,000.00","Detroit DD15 455 hp Engine, 2021 US EPA Label, Detroit DT12-1750-DHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 237 in Wheelbase, Air Suspension, Aluminum Outer Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",72 in High Rise Sleeper Cab
Richie Bros,"Dunnigan, CA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"324,169",,"$4,000.00","$45,150.00","$43,000.00","$70,000.00","Located in Lane 14 Spot 39, Detroit DD15 505 hp Engine, 2021 US EPA Label, 14842 Engine hrs, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, Bunk Heater, 227 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",70 in High Rise Sleeper Cab
Richie Bros,"Dunnigan, CA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,400,Automated,2.16,"367,713",,"$4,000.00","$39,900.00","$38,000.00","$56,000.00","Located in Lane 14 Spot 43, Detroit DD15 400 hp Engine, 2021 US EPA Label, 13351 Engine hrs, Detroit DR12-1650-DHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 231 in Wheelbase, Air Suspension, Aluminum Outer Wheels, 275/80R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",72 in High Rise Sleeper Cab
Richie Bros,"Dunnigan, CA",12/17/2025,2022,Freightliner,Cascadia 126,,,Automated,,"423,693",,"$4,000.00","$37,800.00","$36,000.00","$55,000.00","Located in Lane 14 Spot 40, 2021 US EPA Label, 15987 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 227 in Wheelbase, Air Suspension, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",70 in High Rise Sleeper Cab
Richie Bros,"Dunnigan, CA",12/17/2025,2022,Freightliner,Cascadia 126,DetroitDD15,400,Automated,2.16,"334,892",,"$4,000.00","$42,000.00","$40,000.00",,"Detroit DD15 400 hp Engine, Detroit DT12-1750-OH1 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 60 in High Rise Sleeper Cab, Bunk Beds, 225 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",60 in High Rise Sleeper Cab
Richie Bros,"Tulare, CA",12/17/2025,2023,Volvo,VNL760,VolvoD13,425,Automated,3.08,"409,171",,"$4,000.00","$55,650.00","$53,000.00","$56,000.00","Volvo D13 425 hp Engine, 2022 US EPA Label, Volvo ATO2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53200 lb GVWR, Engine Brake, 77 in High Rise Sleeper Cab, Bunk Beds, 224 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",12/17/2025,2023,Volvo,VNL760,VolvoD13N,455,Automated,3.08,"473,772",,"$4,000.00","$36,750.00","$35,000.00","$41,000.00","Volvo D13N 455 hp Engine, 2022 US EPA Label, 13014 Engine hrs, Volvo ATO2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 50678 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 234 in Wheelbase, Air Suspension, Aluminum Wheels, 275/80R22.5 Front Tires, 295/75R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks",70 in High Rise Sleeper Cab
Richie Bros,"Dunnigan, CA",12/17/2025,2024,Volvo,VNL760,VolvoD13H500,500,Automated,,"272,704",,"$4,000.00","$80,850.00","$77,000.00","$80,000.00","Located in Lane 15 Spot 40, Volvo D13H500 500 hp Engine, 2023 US EPA Label, 6761 Engine hrs, Volvo ATO2612F 12-Speed Automated Transmission, 13200 lb Front Axle, 37478 lb Rears, 50678 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 226 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",70 in High Rise Sleeper Cab
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.79,"277,000",,"$4,000.00","$89,250.00","$85,000.00","$83,500.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 277,000 Approximate Miles, ECM Reads 277,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.79 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 229 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"68,000",,"$4,000.00","$94,500.00","$90,000.00","$119,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 68,000 Approximate Miles, ECM Reads 68,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"132,000",,"$4,000.00","$94,500.00","$90,000.00","$119,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 132,000 Approximate Miles, ECM Reads 132,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"212,000",,"$4,000.00","$84,000.00","$80,000.00","$94,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 212,000 Approximate Miles, ECM Reads 212,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"226,000",,"$4,000.00","$87,150.00","$83,000.00","$94,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 226,000 Approximate Miles, ECM Reads 226,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"325,000",,"$4,000.00","$76,650.00","$73,000.00","$86,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 325,000 Approximate Miles, ECM Reads 325,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"319,000",,"$4,000.00","$73,500.00","$70,000.00","$85,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 319,000 Approximate Miles, ECM Reads 319,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.15,"468,000",,"$4,000.00",$0.00,,,"2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 468,000 Approximate Miles, ECM Reads 468,000 Miles, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.15 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 227 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.15,"481,000",,"$4,000.00",$0.00,,,"2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 481,000 Approximate Miles, ECM Reads 481,000 Miles, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.15 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 227 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",12/18/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"494,000",,"$4,000.00",$0.00,,,"2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 494,000 Approximate Miles, ECM Reads 494,000 Miles, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Air Slide 5th, 227 Inch Wheel Base, 22.5 Low Profile Tires Front, 22.5 Super Single Tires Rear, Aluminum Disc Wheels. CONTACT: Ilija ""Eli"" Mikovic - 402-380-9557",
